2025-07-17 15:57:50,190138,5244,184899,2.8,   PID: 28345 | RSS: 104MB | VSZ: 35441MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8000 
   PID: 29452 | RSS: 102MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8028 
   PID: 29490 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8029 
   PID: 29528 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8030 
   PID: 30437 | RSS: 41MB | VSZ: 729MB | CMD: node /home/ubuntu/.nvm/versions/node/v22.17.1/bin/deno run --allow-net --allow-env --allow-read --allow-write load-balancer.ts 
   PID: 30445 | RSS: 69MB | VSZ: 35563MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write load-balancer.ts 
3276,1133845,33
2025-07-17 15:58:29,190138,5251,184893,2.8,   PID: 28345 | RSS: 104MB | VSZ: 35441MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8000 
   PID: 28382 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8001 
   PID: 28419 | RSS: 99MB | VSZ: 35306MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8002 
   PID: 28456 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8003 
   PID: 28494 | RSS: 101MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8004 
   PID: 28532 | RSS: 104MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8005 
   PID: 28571 | RSS: 102MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8006 
   PID: 28609 | RSS: 103MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8007 
   PID: 28647 | RSS: 102MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8008 
   PID: 28685 | RSS: 102MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8009 
   PID: 28723 | RSS: 104MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8010 
   PID: 28761 | RSS: 102MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8011 
   PID: 28799 | RSS: 99MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8012 
   PID: 28837 | RSS: 104MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8013 
   PID: 28875 | RSS: 99MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8014 
   PID: 28913 | RSS: 99MB | VSZ: 35373MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8015 
   PID: 28951 | RSS: 104MB | VSZ: 35440MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8016 
   PID: 28989 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8017 
   PID: 29027 | RSS: 101MB | VSZ: 35309MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8018 
   PID: 29068 | RSS: 98MB | VSZ: 35437MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8019 
   PID: 29148 | RSS: 104MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8020 
   PID: 29186 | RSS: 104MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8021 
   PID: 29224 | RSS: 102MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8022 
   PID: 29262 | RSS: 101MB | VSZ: 35372MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8023 
   PID: 29300 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8024 
   PID: 29338 | RSS: 102MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8025 
   PID: 29376 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8026 
   PID: 29414 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8027 
   PID: 29452 | RSS: 102MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8028 
   PID: 29490 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8029 
   PID: 29528 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8030 
   PID: 30437 | RSS: 41MB | VSZ: 729MB | CMD: node /home/ubuntu/.nvm/versions/node/v22.17.1/bin/deno run --allow-net --allow-env --allow-read --allow-write load-balancer.ts 
   PID: 30445 | RSS: 69MB | VSZ: 35563MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write load-balancer.ts 
3276,1133845,33
2025-07-17 15:58:35,190138,5225,184919,2.7,   PID: 28345 | RSS: 104MB | VSZ: 35441MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8000 
   PID: 28382 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8001 
   PID: 28419 | RSS: 99MB | VSZ: 35306MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8002 
   PID: 28456 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8003 
   PID: 28494 | RSS: 101MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8004 
   PID: 28532 | RSS: 104MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8005 
   PID: 28571 | RSS: 102MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8006 
   PID: 28609 | RSS: 103MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8007 
   PID: 28647 | RSS: 102MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8008 
   PID: 28685 | RSS: 102MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8009 
   PID: 28723 | RSS: 104MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8010 
   PID: 28761 | RSS: 102MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8011 
   PID: 28799 | RSS: 99MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8012 
   PID: 28837 | RSS: 104MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8013 
   PID: 28875 | RSS: 99MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8014 
   PID: 28913 | RSS: 99MB | VSZ: 35373MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8015 
   PID: 28951 | RSS: 104MB | VSZ: 35440MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8016 
   PID: 28989 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8017 
   PID: 29027 | RSS: 101MB | VSZ: 35309MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8018 
   PID: 29068 | RSS: 98MB | VSZ: 35437MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8019 
   PID: 29148 | RSS: 104MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8020 
   PID: 29186 | RSS: 104MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8021 
   PID: 29224 | RSS: 102MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8022 
   PID: 29262 | RSS: 101MB | VSZ: 35372MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8023 
   PID: 29300 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8024 
   PID: 29338 | RSS: 102MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8025 
   PID: 29376 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8026 
   PID: 29414 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8027 
   PID: 29452 | RSS: 102MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8028 
   PID: 29490 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8029 
   PID: 29528 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8030 
   PID: 30437 | RSS: 41MB | VSZ: 729MB | CMD: node /home/ubuntu/.nvm/versions/node/v22.17.1/bin/deno run --allow-net --allow-env --allow-read --allow-write load-balancer.ts 
   PID: 30445 | RSS: 69MB | VSZ: 35563MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write load-balancer.ts 
3276,1133845,33
2025-07-17 15:58:41,190138,5213,184932,2.7,   PID: 28345 | RSS: 104MB | VSZ: 35441MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8000 
   PID: 28382 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8001 
   PID: 28419 | RSS: 99MB | VSZ: 35306MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8002 
   PID: 28456 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8003 
   PID: 28494 | RSS: 101MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8004 
   PID: 28532 | RSS: 104MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8005 
   PID: 28571 | RSS: 102MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8006 
   PID: 28609 | RSS: 103MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8007 
   PID: 28647 | RSS: 102MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8008 
   PID: 28685 | RSS: 102MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8009 
   PID: 28723 | RSS: 104MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8010 
   PID: 28761 | RSS: 102MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8011 
   PID: 28799 | RSS: 99MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8012 
   PID: 28837 | RSS: 104MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8013 
   PID: 28875 | RSS: 99MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8014 
   PID: 28913 | RSS: 99MB | VSZ: 35373MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8015 
   PID: 28951 | RSS: 104MB | VSZ: 35440MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8016 
   PID: 28989 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8017 
   PID: 29027 | RSS: 101MB | VSZ: 35309MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8018 
   PID: 29068 | RSS: 98MB | VSZ: 35437MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8019 
   PID: 29148 | RSS: 104MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8020 
   PID: 29186 | RSS: 104MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8021 
   PID: 29224 | RSS: 102MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8022 
   PID: 29262 | RSS: 101MB | VSZ: 35372MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8023 
   PID: 29300 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8024 
   PID: 29338 | RSS: 102MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8025 
   PID: 29376 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8026 
   PID: 29414 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8027 
   PID: 29452 | RSS: 102MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8028 
   PID: 29490 | RSS: 103MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8029 
   PID: 29528 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8030 
   PID: 30437 | RSS: 41MB | VSZ: 729MB | CMD: node /home/ubuntu/.nvm/versions/node/v22.17.1/bin/deno run --allow-net --allow-env --allow-read --allow-write load-balancer.ts 
   PID: 30445 | RSS: 69MB | VSZ: 35563MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write load-balancer.ts 
3276,1133845,33
2025-07-17 15:58:46,190138,5204,184940,2.7,   PID: 28345 | RSS: 104MB | VSZ: 35441MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8000 
   PID: 28382 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8001 
   PID: 28419 | RSS: 99MB | VSZ: 35306MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8002 
   PID: 28456 | RSS: 103MB | VSZ: 35374MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8003 
   PID: 28494 | RSS: 101MB | VSZ: 35436MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8004 
   PID: 28532 | RSS: 104MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8005 
   PID: 28571 | RSS: 102MB | VSZ: 35375MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8006 
   PID: 28609 | RSS: 103MB | VSZ: 35438MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8007 
   PID: 28647 | RSS: 102MB | VSZ: 35439MB | CMD: /home/ubuntu/.nvm/versions/node/v22.17.1/lib/node_modules/deno/deno run --allow-net --allow-env --allow-read --allow-write --v8-flags=--no-memory-saver-mode src/server.ts 8008 
